CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
81649,HOSPITAL SOCIOSANITARI PERE VIRGILI,"AV VALLCARCA, 169-205",932594000.0,932594000.0,932594005.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08023,366,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,N,pvirgili@perevirgili.catsalut.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV VALLCARCA, 169-205,Barcelona,08023","Avenida de Vallcarca 169, Barcelona, Cataluña / Catalunya 08023, Spain","(41.4146294, 2.1427334, 0.0)",41.4146294,2.1427334,0.0
81661,BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL,"CR FRANCESC RIBAS, 59",938425035.0,938425035.0,,80961,Granollers,8,BARCELONA,9,CATALUÑA,08402,30,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,hospital@hospitalbenitomenni.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR FRANCESC RIBAS, 59,Granollers,08402","Avenida de Francesc Ribas, Granollers, Cataluña / Catalunya 08402, Spain","(41.6136231634548, 2.29060512891742, 0.0)",41.6136231634548,2.29060512891742,0.0
81672,HOSPITAL  SANITAS CIMA,"PS MANUEL GIRONA, 33",935522700.0,935522700.0,935522749.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08034,83,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,infocima@sanitas.es,1,1,0,1,0,1,0,0,0,0,1,1,0,"PS MANUEL GIRONA, 33,Barcelona,08034","Paseo de Manuel Girona 33, Barcelona, Cataluña / Catalunya 08034, Spain","(41.3910715, 2.1236325, 0.0)",41.3910715,2.1236325,0.0
81683,PARC SANITARI SANT JOAN DE DEU - BRIANS 1.,"CT DE MARTORELL A CAPELLADES, ,23",937758000.0,937758000.0,937713661.0,82080,Sant Esteve Sesrovires,8,BARCELONA,9,CATALUÑA,08635,150,1,GENERAL,6,COMUNIDAD AUTÓNOMA,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,joodircperi.dj@gencat.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT DE MARTORELL A CAPELLADES, ,23,Sant Esteve Sesrovires,08635","Avinguda de Sant Esteve 23, Sant Esteve Sesrovires, Cataluña / Catalunya 08635, Spain","(41.503621080150175, 1.8797693853413577, 0.0)",41.503621080150175,1.8797693853413577,0.0
81694,INSTITUT CATALÀ D'ONCOLOGIA - HOSPITAL GERMANS TRIAS I PUJOL,"CT CANYET, S/N",934651200.0,934651200.0,934978843.0,80155,Badalona,8,BARCELONA,9,CATALUÑA,08916,36,8,ONCOLÓGICO,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,Xhup,ccalle@iconcologia.net,0,0,0,0,0,0,0,3,0,0,0,0,0,"CT CANYET, S/N,Badalona,08916","Carretera del Canyet, Badalona, Cataluña / Catalunya 08916, Spain","(41.4657916424567, 2.23745106114237, 0.0)",41.4657916424567,2.23745106114237,0.0
81706,CENTRE COLLSEROLA MUTUAL,"PS VALL D'HEBRON,, 159",933613900.0,933613900.0,933613913.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08035,34,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mutuam@mutuam.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"PS VALL D'HEBRON,, 159,Barcelona,08035","Paseo de la Vall d'Hebron 159, Barcelona, Cataluña / Catalunya 08035, Spain","(41.4352315, 2.1465794, 0.0)",41.4352315,2.1465794,0.0
81717,CENTRE SOCIOSANITARI SARQUAVITAE SANT JORDI,"CT SANT JOAN DESPÍ, 60",934752690.0,934752690.0,934709762.0,80734,Cornellà de Llobregat,8,BARCELONA,9,CATALUÑA,08940,51,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,direccion.santjordi@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT SANT JOAN DESPÍ, 60,Cornellà de Llobregat,08940","Carretera de Sant Joan Despí 60, Cornellà de Llobregat, Cataluña / Catalunya 08940, Spain","(41.3582262, 2.0646336, 0.0)",41.3582262,2.0646336,0.0
81728,HOSPITAL GENERAL PENITENCIARI,"CT TORREBONICA, S/N",937317861.0,937317861.0,,82798,Terrassa,8,BARCELONA,9,CATALUÑA,08227,32,1,GENERAL,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,N,suhp@cst.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT TORREBONICA, S/N,Terrassa,08227","Terrassa, Catalonia 08227, Spain","(41.555721282958984, 2.0554590225219727, 0.0)",41.555721282958984,2.0554590225219727,0.0
81739,CENTRE SOCIOSANITARI DE L'HOSPITALET - CONSORCI SANITARI INTEGRAL,"AV JOSEP MOLINS, 41",934407500.0,934407500.0,933334543.0,81017,"Hospitalet de Llobregat, L'",8,BARCELONA,9,CATALUÑA,08906,123,13,GERIATRÍA Y/O LARGA ESTANCIA,11,PRIVADO-BENÉFICO (CRUZ ROJA),18,OTROS PÚBLICOS,N,N,N,,N,N,N,,N,carmen.gimeno@sanitatintegral.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV JOSEP MOLINS, 41,Hospitalet de Llobregat, L',08906","Avenida de Josep Molins 41, Hospitalet de Llobregat, Cataluña / Catalunya 08906, Spain","(41.37360447767143, 2.106306159001004, 0.0)",41.37360447767143,2.106306159001004,0.0
81740,SAR LA SALUT JOSEP SERVAT,"CR ANTEQUERA,, 8-18",932857512.0,932857512.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08024,56,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR ANTEQUERA,, 8-18,Barcelona,08024","Calle de Antequera 8, Barcelona, Cataluña / Catalunya 08024, Spain","(41.413972, 2.1572017, 0.0)",41.413972,2.1572017,0.0
81751,CLÍNICA CREU BLANCA,"PS REINA  ELISENDA  DE  MONTCADA,, 17",932522522.0,902202230.0,932042187.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08034,51,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,inform@creublanca.es,3,5,0,0,1,0,0,0,0,0,1,1,0,"PS REINA  ELISENDA  DE  MONTCADA,, 17,Barcelona,08034","Paseo de la Reina Elisenda de Montcada 17, Barcelona, Cataluña / Catalunya 08034, Spain","(41.3980235, 2.1179765, 0.0)",41.3980235,2.1179765,0.0
81762,HESTIA GRÀCIA,"CR SECRETARI COLOMA, 95",934170400.0,934170400.0,932110065.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08024,153,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,hestiagracia@hestiagracia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR SECRETARI COLOMA, 95,Barcelona,08024","Carrer del Secretari Coloma 95, Barcelona, Cataluña / Catalunya 08024, Spain","(41.41024926164866, 2.1621170831985896, 0.0)",41.41024926164866,2.1621170831985896,0.0
81784,CENTRE SOCIOSANITARI D'ESPLUGUES,"VI AUGUSTA, 66-70",936406350.0,936406350.0,936520051.0,80771,Esplugues de Llobregat,8,BARCELONA,9,CATALUÑA,08950,131,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,jcayetano@sjdsse.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"VI AUGUSTA, 66-70,Esplugues de Llobregat,08950","Via Augusta 66, Esplugues de Llobregat, Cataluña / Catalunya 08950, Spain","(41.382625423394444, 2.0856720557656825, 0.0)",41.382625423394444,2.0856720557656825,0.0
81795,CENTRE SOCIOSANITARI RICARD FORTUNY,"AV GARRAF, 3",938172357.0,938172357.0,938904440.0,83054,Vilafranca del Penedès,8,BARCELONA,9,CATALUÑA,08720,187,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,N,cssv@cssv.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV GARRAF, 3,Vilafranca del Penedès,08720","Avenida del Garraf 3, Vilafranca del Penedès, Cataluña / Catalunya 08720, Spain","(41.3394853, 1.7047128, 0.0)",41.3394853,1.7047128,0.0
81818,CENTRE RESIDENCIAL AMMA DIAGONAL,"CR LLACUNA, 120-122",933209630.0,933209630.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08018,5,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion@diagonal.amavir.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR LLACUNA, 120-122,Barcelona,08018","Calle de la Llacuna 120, Barcelona, Cataluña / Catalunya 08018, Spain","(41.4039982, 2.1953061, 0.0)",41.4039982,2.1953061,0.0
81829,CENTRE FÒRUM,"CR LLULL, 410",932483000.0,932483000.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08019,223,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,N,cforum@parcdesalutmar.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR LLULL, 410,Barcelona,08019","Calle de Llull 410, Barcelona, Cataluña / Catalunya 08019, Spain","(41.4129917, 2.2182832, 0.0)",41.4129917,2.2182832,0.0
81830,CENTRE SOCIOSANITARI BLAUCLÍNIC DOLORS ALEU,"CR MARQUÈS DE SANTA ANNA, 9",934343216.0,934343216.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08023,174,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,msanchez@blauclinic.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR MARQUÈS DE SANTA ANNA, 9,Barcelona,08023","Calle del Marqués de Santa Ana 9, Barcelona, Cataluña / Catalunya 08023, Spain","(41.4063903, 2.1480933, 0.0)",41.4063903,2.1480933,0.0
81841,PARC SANITARI SANT JOAN DE DÉU - TIL·LERS,"CR MOSSOS D'ESQUADRA, 3",935705289.0,935705289.0,935702648.0,81249,Mollet del Vallès,8,BARCELONA,9,CATALUÑA,08100,10,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,qualitatiseguretat@pssjd.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR MOSSOS D'ESQUADRA, 3,Mollet del Vallès,08100","Carrer Mossos d'Esquadra, Mollet del Vallès, Cataluña / Catalunya 08100, Spain","(41.5535916950639, 2.22612172642406, 0.0)",41.5535916950639,2.22612172642406,0.0
81874,CLÍNICA GALATEA,"CR PALAFOLLS, 15-19",932057267.0,932057267.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08017,22,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@clinica-galatea.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR PALAFOLLS, 15-19,Barcelona,08017","Calle de Palafolls 15, Barcelona, Cataluña / Catalunya 08017, Spain","(41.4105121, 2.1138276, 0.0)",41.4105121,2.1138276,0.0
81885,HOSPITAL D'IGUALADA,"AV CATALUNYA, 11",938075500.0,938075500.0,938036915.0,81022,Igualada,8,BARCELONA,9,CATALUÑA,08700,280,1,GENERAL,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,S,N,N,,N,N,N,,Xhup,fgcardona@csa.cat,1,1,0,0,0,0,0,0,0,0,1,0,22,"AV CATALUNYA, 11,Igualada,08700","Avenida de Cataluña 11, Igualada, Cataluña / Catalunya 08700, Spain","(41.5880183, 1.6196735, 0.0)",41.5880183,1.6196735,0.0
81896,CENTRE SOCIAL I SANITARI FREDERICA MONTSENY,"CR ESLIDA, 6-8",936473525.0,936473525.0,932111428.0,83015,Viladecans,8,BARCELONA,9,CATALUÑA,08840,76,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,mgrifol@chc.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR ESLIDA, 6-8,Viladecans,08840","Calle de Eslida 6, Viladecans, Cataluña / Catalunya 08840, Spain","(41.3216228, 2.0180621, 0.0)",41.3216228,2.0180621,0.0
81919,PARC SANITARI SANT JOAN DE DEU-SERVEIS SANITARIS CENTRE PENITENCIARI BRIANS-2,"CT MARTORELL A CAPELLADES, ,23",936935000.0,936935000.0,936935013.0,82080,Sant Esteve Sesrovires,8,BARCELONA,9,CATALUÑA,08635,152,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,justicia@gencat.net,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT MARTORELL A CAPELLADES, ,23,Sant Esteve Sesrovires,08635","Calle de Sant Esteve Sesrovires, Martorell, Cataluña / Catalunya 08760, Spain","(41.4742897000386, 1.91287410146902, 0.0)",41.4742897000386,1.91287410146902,0.0
81920,CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITÀRIA,"CR VERNTALLAT, 11-19",932184908.0,932184908.0,934151375.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08024,25,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cis@arapdis.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR VERNTALLAT, 11-19,Barcelona,08024","Calle de Verntallat 19, Barcelona, Cataluña / Catalunya 08024, Spain","(41.4064367, 2.1555515, 0.0)",41.4064367,2.1555515,0.0
81931,CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON,"PS VALL D'HEBRON, 135-141",934280000.0,934280017.0,934284017.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08035,57,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,msanchez@blauclinic.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"PS VALL D'HEBRON, 135-141,Barcelona,08035","Paseo de la Vall d'Hebron 141, Barcelona, Cataluña / Catalunya 08035, Spain","(41.4306047, 2.1445925, 0.0)",41.4306047,2.1445925,0.0
81942,"LEPANT RESIDENCIAL QGG, SL","CR LEPANT, 401-403",934507438.0,934507438.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08025,10,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,andresmanero@hotmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR LEPANT, 401-403,Barcelona,08025","Calle de Lepanto 401, Barcelona, Cataluña / Catalunya 08025, Spain","(41.4113401, 2.1673979, 0.0)",41.4113401,2.1673979,0.0
81953,MAPFRE QUAVITAE BARCELONA,"CR SANT ANTONI MARIA CLARET, 200",934579400.0,,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08025,38,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,recepcion.claret@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR SANT ANTONI MARIA CLARET, 200,Barcelona,08025","Carrer de Sant Antoni Maria Claret 200, Barcelona, Cataluña / Catalunya 08025, Spain","(41.4100458, 2.1729859, 0.0)",41.4100458,2.1729859,0.0
81964,UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD,"AV JORDÀ, 8",934275250.0,934275250.0,934271078.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08035,52,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,jroman.merced@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV JORDÀ, 8,Barcelona,08035","Avenida del Jordà, Barcelona, Cataluña / Catalunya 08035, Spain","(41.4269268500148, 2.13762245001346, 0.0)",41.4269268500148,2.13762245001346,0.0
81997,"CQM CLÍNIC MARESME, SL","CR LEPANT, 13-21",937556219.0,937556219.0,937904496.0,81213,Mataró,8,BARCELONA,9,CATALUÑA,08301,10,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@cqm-mataro.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR LEPANT, 13-21,Mataró,08301","Calle de Lepanto 13, Mataró, Cataluña / Catalunya 08301, Spain","(41.5358858, 2.4442681, 0.0)",41.5358858,2.4442681,0.0
82001,SERVEIS SANITARIS LA ROCA DEL VALLES 2,"CT MASNOU A GRANOLLERS, ,13",932140100.0,932140100.0,932140179.0,81810,"Roca del Vallès, La",8,BARCELONA,9,CATALUÑA,08430,34,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,mpujolr@gencat.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT MASNOU A GRANOLLERS, ,13,Roca del Vallès, La,08430","Carretera del Masnou a Granollers 13, Granollers, Cataluña / Catalunya 08402, Spain","(41.59151298269294, 2.285445527435703, 0.0)",41.59151298269294,2.285445527435703,0.0
82012,CLÍNICA DEL VALLÈS,"PS RUBIÓ I ORS, 25-27",937283100.0,937283100.0,937283146.0,81878,Sabadell,8,BARCELONA,9,CATALUÑA,08203,107,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,jmallofre@clinicavalles.com,1,1,0,0,0,0,0,0,0,0,2,1,0,"PS RUBIÓ I ORS, 25-27,Sabadell,08203","Paseo de Rubió i Ors, Sabadell, Cataluña / Catalunya 08203, Spain","(41.5329208000262, 2.12070674996755, 0.0)",41.5329208000262,2.12070674996755,0.0
82023,CENTRE GERONTOLÒGIC AMMA SANT CUGAT,"CR VICTOR HUGO, 10",935836100.0,935836100.0,935895725.0,82055,Sant Cugat del Vallès,8,BARCELONA,9,CATALUÑA,08174,4,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion@santcugat.amma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR VICTOR HUGO, 10,Sant Cugat del Vallès,08174","Calle de Victor Hugo, Sant Cugat del Vallès, Cataluña / Catalunya 08174, Spain","(41.4841117936437, 2.08547097735752, 0.0)",41.4841117936437,2.08547097735752,0.0
82034,SERVEIS SANITARIS SANT JOAN DE VILATORRADA,"CT DE MANRESA A SOLSONA. CAMÍ DE LES TORRES, C-55",932140100.0,932140100.0,932140179.0,82188,Sant Joan de Vilatorrada,8,BARCELONA,9,CATALUÑA,08250,56,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CT DE MANRESA A SOLSONA. CAMÍ DE LES TORRES, C-55,Sant Joan de Vilatorrada,08250","Carretera de Manresa a Solsona, Sant Joan de Vilatorrada, Cataluña / Catalunya 08250, Spain","(41.7486227001629, 1.80901041424481, 0.0)",41.7486227001629,1.80901041424481,0.0
82045,CENTRE SOCIOSANITARI STAUROS,"PL KARL MARX, 1",931171074.0,931171074.0,935157429.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08042,49,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,stauros@centrestauros.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL KARL MARX, 1,Barcelona,08042","Plaza de Karl Marx, Barcelona, Cataluña / Catalunya 08042, Spain","(41.4395170724855, 2.16209949676032, 0.0)",41.4395170724855,2.16209949676032,0.0
82066,HOSPITAL DE SANT JOAN DESPÍ MOISÈS BROGGI,"AV JACINT VERDAGUER, 90",935531200.0,935531200.0,,82172,Sant Joan Despí,8,BARCELONA,9,CATALUÑA,08970,328,1,GENERAL,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,Xhup,carmen.gimeno@sanitatintegral.org,1,1,0,0,0,0,0,0,0,0,0,0,27,"AV JACINT VERDAGUER, 90,Sant Joan Despí,08970","Calle de Jacint Verdaguer, Sant Joan Despí, Cataluña / Catalunya 08970, Spain","(41.3675597504489, 2.05570704928352, 0.0)",41.3675597504489,2.05570704928352,0.0
82099,AMMA HORTA,"AV CAN  MARCET, 11",934280092.0,934280092.0,934278466.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08035,5,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,recepcion@horta.amma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV CAN  MARCET, 11,Barcelona,08035","Camino de Can Borni 11, Barcelona, Cataluña / Catalunya 08035, Spain","(41.41826652158664, 2.1259728293612046, 0.0)",41.41826652158664,2.1259728293612046,0.0
82112,UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT,"CR SANT RAFAEL, 11",936402400.0,936402400.0,,81017,"Hospitalet de Llobregat, L'",8,BARCELONA,9,CATALUÑA,08905,35,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,jorrit.hbmenni@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR SANT RAFAEL, 11,Hospitalet de Llobregat, L',08905","Carrer de Sant Rafael 11, Hospitalet de Llobregat, Cataluña / Catalunya 08905, Spain","(41.3693432, 2.1053578, 0.0)",41.3693432,2.1053578,0.0
82134,ITA MARESME,"CR AVENIR, 14",933621258.0,933621258.0,933621259.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08006,56,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,snavarro@itacat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR AVENIR, 14,Barcelona,08006","Carrer de l'avenir 14, Barcelona, Cataluña / Catalunya 08006, Spain","(41.3970625, 2.1488489, 0.0)",41.3970625,2.1488489,0.0
82145,CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES,"AV BORBÓ, 18-30",932438991.0,932438991.0,932438992.0,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08016,209,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,S,,N,jserrat@consorci.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV BORBÓ, 18-30,Barcelona,08016","Barcelona, Catalonia 08016, Spain","(41.44276809692383, 2.1810200214385986, 0.0)",41.44276809692383,2.1810200214385986,0.0
82156,CLÍNICA SANT ANTONI,"CR SANT ELOI, 6-8",932974010.0,932974010.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08038,224,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,S,,N,provfig@ediho.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR SANT ELOI, 6-8,Barcelona,08038","Carrer de Sant Eloi 6, Barcelona, Cataluña / Catalunya 08038, Spain","(41.3560621, 2.1433035, 0.0)",41.3560621,2.1433035,0.0
82167,CLÍNICA DIAGONAL,"CR SANT MATEU, 24",932053213.0,932053213.0,932806280.0,80771,Esplugues de Llobregat,8,BARCELONA,9,CATALUÑA,08950,98,1,GENERAL,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,N,,N,info@clinicadiagonal.com,1,1,0,0,0,0,0,0,0,0,1,1,0,"CR SANT MATEU, 24,Esplugues de Llobregat,08950","Carrer de Sant Mateu 24, Esplugues de Llobregat, Cataluña / Catalunya 08950, Spain","(41.3785738, 2.0974338, 0.0)",41.3785738,2.0974338,0.0
82178,HOSPITAL SOCIOSANITARI DE MOLLET,"CR SANT LLORENÇ, 39-41",935760300.0,935760300.0,935760320.0,81249,Mollet del Vallès,8,BARCELONA,9,CATALUÑA,08100,109,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,direcciogeneral@hospitalmollet.cat,1,0,0,0,0,0,0,0,0,0,0,0,0,"CR SANT LLORENÇ, 39-41,Mollet del Vallès,08100","Carrer de Sant Llorenç 39, Mollet del Vallès, Cataluña / Catalunya 08100, Spain","(41.5410926, 2.2113928, 0.0)",41.5410926,2.2113928,0.0
82189,CENTRE SOCIOSANITARI ISABEL ROIG,"CR FERNANDO PESSOA, 47-51",931780667.0,931780667.0,,80193,Barcelona,8,BARCELONA,9,CATALUÑA,08030,251,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cssisabelroig@blauclinic.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,"CR FERNANDO PESSOA, 47-51,Barcelona,08030","Calle de Fernando Pessoa 47, Barcelona, Cataluña / Catalunya 08030, Spain","(41.4430371, 2.1926145, 0.0)",41.4430371,2.1926145,0.0
